"Survey Start Time","Survey End Time","Created Date","Created By: Full Name","BM Cycle Name","Business Group ID","Business Group Name","Biz Expenses Business Exit","Biz Revenue Business Exit","Biz Inventory Business Exit","Biz Cash Business Exit","Biz Input Business Exit","PR Business Type","SB Planned Biz Type","SB Planned Biz Type NOT Started","SB Planned Biz Type Started?","Why deviated from SB plan?","Biz type group currently operating","Additional Biz Types Detail","# Of BOs dropped Business Exit","BOs dropped Business Exit","Group Size at PR","PR Grant Value Business Exit","PR Grant Used Business Exit","Business Participation Status","Reason unable to view records","Visit Number","Records Kept?","Records Up To Date?","Data Collection Method","Why Survey Not Completed","Why Survey Not Conducted Detail","Business Health 3"
"20/08/2024, 13:30","20/08/2024, 13:33","20/08/2024","Phillimon Waka","FY24C1 Hellen Muna","088191","God Cares","2675000","5250000","400000","900000","315008","Retail","Livestock;Retail","","","","Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"20/08/2024, 14:37","20/08/2024, 14:41","20/08/2024","Phillimon Waka","FY24C1 Hellen Muna","088192","Fitina Baya","1546000","3840000","706000","800000","276000","Crops","Livestock;Retail","","","","Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","No","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Yellow"
"19/08/2024, 10:22","19/08/2024, 10:25","19/08/2024","Phillimon Waka","FY24C1 Hellen Muna","088193","Eyete","2050000","4710000","650000","700000","535000","Crops","Livestock;Retail","","","","Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"19/08/2024, 11:04","19/08/2024, 11:06","19/08/2024","Phillimon Waka","FY24C1 Hellen Muna","088205","Melody","2910000","5782000","650000","700000","400000","Retail","Livestock;Retail","","","","Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"19/08/2024, 10:44","19/08/2024, 10:47","19/08/2024","Phillimon Waka","FY24C1 Hellen Muna","088203","Hope And Grace","3500000","8000000","500000","1050000","436000","Retail","Livestock;Retail","","","","Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","No","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Yellow"
"20/08/2024, 15:01","20/08/2024, 15:13","20/08/2024","Phillimon Waka","FY24C1 Hellen Muna","088204","Savior","1895000","4115000","670000","570000","275000","Crops","Livestock;Retail","","","","Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","No","","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Yellow"
"20/08/2024, 10:48","20/08/2024, 10:50","20/08/2024","Phillimon Waka","FY24C1 Hellen Muna","088206","Unity","3140000","7840000","570000","660000","208000","Retail","Livestock;Retail","","","","Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"20/08/2024, 15:17","20/08/2024, 15:22","20/08/2024","Phillimon Waka","FY24C1 Hellen Muna","088207","Peace","2980000","6456000","600000","2000000","209000","Retail","Livestock;Retail","","","","Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"19/08/2024, 12:22","19/08/2024, 12:25","19/08/2024","Phillimon Waka","FY24C1 Hellen Muna","088208","Thank God","2600000","5908000","865000","1000000","550000","Retail","Livestock;Retail","","","","Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","No","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Yellow"
"19/08/2024, 09:59","19/08/2024, 10:01","19/08/2024","Phillimon Waka","FY24C1 Hellen Muna","088209","Help","1900000","5490000","490000","1000000","296000","Retail","Livestock;Retail","","","","Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","No","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Yellow"
"19/08/2024, 12:36","19/08/2024, 12:57","19/08/2024","Phillimon Waka","FY24C1 Hellen Muna","088210","Work Together","2900000","6450000","600000","1800000","265000","Retail","Livestock;Retail","","","","Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"19/08/2024, 11:59","19/08/2024, 12:01","19/08/2024","Phillimon Waka","FY24C1 Hellen Muna","088211","Sukuran","3977000","7840000","750000","640000","405000","Retail","Livestock;Retail","","","","Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","No","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Yellow"
"20/08/2024, 15:31","20/08/2024, 15:34","20/08/2024","Phillimon Waka","FY24C1 Hellen Muna","088212","Asante","1300000","2990000","560000","800000","385000","Crops","Livestock;Retail","","","","Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","No","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Yellow"
"20/08/2024, 11:13","20/08/2024, 11:15","20/08/2024","Phillimon Waka","FY24C1 Hellen Muna","088213","Holy","2556000","6492000","700000","580000","265000","Retail","Livestock;Retail","","","","Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"24/08/2024, 11:01","24/08/2024, 11:03","24/08/2024","Phillimon Waka","FY24C1 Isaac Candia","088106","Angle","2400000","5865000","750000","800000","305000","Livestock; Retail","Livestock;Retail","","","","Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"24/08/2024, 10:39","24/08/2024, 10:42","24/08/2024","Phillimon Waka","FY24C1 Isaac Candia","088107","Together We Work","1209000","3618000","970000","600000","321000","Livestock; Retail","Livestock;Retail","","","","Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","No","","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Yellow"
"26/08/2024, 11:42","26/08/2024, 11:47","26/08/2024","Phillimon Waka","FY24C1 Isaac Candia","088108","Ate Ki Luak","1210000","3193000","700000","600000","385000","Livestock; Retail","Livestock;Retail","","","","Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","No","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Yellow"
"26/08/2024, 12:45","26/08/2024, 12:47","26/08/2024","Phillimon Waka","FY24C1 Isaac Candia","088109","Ribe Teko","600000","1851000","1000000","900000","814000","Livestock; Retail","Livestock;Retail","","","","Crops; Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"24/08/2024, 14:10","24/08/2024, 14:25","24/08/2024","Phillimon Waka","FY24C1 Isaac Candia","088123","Anzoo","2700000","6250000","590000","360000","831000","Livestock; Retail","Livestock;Retail","","","","Crops; Livestock; Retail","","1","Yes","2","240000","240000","Active","","Business Exit","No","","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Yellow"
"24/08/2024, 13:49","24/08/2024, 13:51","24/08/2024","Phillimon Waka","FY24C1 Isaac Candia","088110","Rabuna Ma Mina","900000","2801000","600000","1500000","427000","Livestock; Retail","Livestock;Retail","","","","Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","No","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Yellow"
"24/08/2024, 13:14","24/08/2024, 13:15","24/08/2024","Phillimon Waka","FY24C1 Isaac Candia","088111","Lamani Onen","1300000","3150000","560000","1050000","450000","Livestock; Retail","Livestock;Retail","","","","Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","No","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Yellow"
"24/08/2024, 13:27","24/08/2024, 13:41","24/08/2024","Phillimon Waka","FY24C1 Isaac Candia","088112","Amata Gu","1200000","2600000","500000","600000","365000","Livestock; Retail","Livestock;Retail","","","","Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","No","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Yellow"
"24/08/2024, 14:44","24/08/2024, 14:46","24/08/2024","Phillimon Waka","FY24C1 Isaac Candia","088113","God'S Mercy","1120000","3510000","860000","1600000","340000","Retail","Livestock;Retail","","","","Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"24/08/2024, 12:49","24/08/2024, 12:54","24/08/2024","Phillimon Waka","FY24C1 Isaac Candia","088114","Peace","1900000","4111000","800000","500000","400000","Retail","Livestock;Retail","","","","Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"26/08/2024, 12:59","26/08/2024, 13:06","26/08/2024","Phillimon Waka","FY24C1 Isaac Candia","088115","Salam","1425000","3450000","840000","760000","390000","Livestock; Retail","Livestock;Retail","","","","Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"24/08/2024, 15:01","24/08/2024, 15:10","24/08/2024","Phillimon Waka","FY24C1 Isaac Candia","088116","God Bless","5870000","12050000","600000","1100000","585000","Livestock","Livestock;Retail","","","","Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"24/08/2024, 11:57","24/08/2024, 11:59","24/08/2024","Phillimon Waka","FY24C1 Isaac Candia","088117","God Is One","1530000","2810000","550000","500000","708000","Livestock; Retail","Livestock;Retail","","","","Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","No","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Yellow"
"24/08/2024, 10:16","24/08/2024, 10:18","24/08/2024","Phillimon Waka","FY24C1 Isaac Candia","088118","Anvo Kozo","1016000","2770000","700000","610000","371000","Livestock; Retail","Livestock;Retail","","","","Livestock; Retail; Skilled","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"26/08/2024, 12:04","26/08/2024, 12:06","26/08/2024","Phillimon Waka","FY24C1 Isaac Candia","088119","One Heart","1865000","4260000","500000","900000","393000","Livestock; Retail","Livestock;Retail","","","","Crops; Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"26/08/2024, 14:17","26/08/2024, 14:20","26/08/2024","Phillimon Waka","FY24C1 Isaac Candia","088120","God Will","2108000","5440000","630000","700000","545000","Livestock; Retail","Livestock;Retail","","","","Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"24/08/2024, 11:35","24/08/2024, 11:37","24/08/2024","Phillimon Waka","FY24C1 Isaac Candia","088121","Haleleuha","1500000","2440000","520000","700000","320000","Livestock; Retail","Livestock;Retail","","","","Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","No","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Yellow"
"26/08/2024, 11:27","26/08/2024, 11:30","26/08/2024","Phillimon Waka","FY24C1 Isaac Candia","088122","Oku Katagu","800000","2207000","450000","600000","250000","Retail","Livestock;Retail","","","","Crops; Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","No","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Yellow"
"24/08/2024, 11:17","24/08/2024, 11:19","24/08/2024","Phillimon Waka","FY24C1 Isaac Candia","088124","Be Aware","1620000","4874000","800000","730000","531000","Livestock; Retail","Livestock;Retail","","","","Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"24/08/2024, 12:37","24/08/2024, 12:42","24/08/2024","Phillimon Waka","FY24C1 Isaac Candia","088125","Hope Women","1070000","3369000","900000","1000000","293000","Livestock; Retail","Livestock;Retail","","","","Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"28/08/2024, 14:01","28/08/2024, 14:14","28/08/2024","Sadam Khamis Banya","FY24C1 Jackline Julius Jokudu","088382","Place","1460000","2760000","760000","250000","460000","Retail","Livestock;Retail","","","","Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"28/08/2024, 13:44","28/08/2024, 13:52","28/08/2024","Sadam Khamis Banya","FY24C1 Jackline Julius Jokudu","088377","Emman","3680000","5110000","700000","100000","390000","Retail","Livestock;Retail","","","","Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"28/08/2024, 15:12","28/08/2024, 15:18","28/08/2024","Sadam Khamis Banya","FY24C1 Jackline Julius Jokudu","088378","God Favour","2860000","2990000","700000","500000","246000","Retail","Livestock;Retail","","","","Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"28/08/2024, 15:03","28/08/2024, 15:08","28/08/2024","Sadam Khamis Banya","FY24C1 Jackline Julius Jokudu","088379","City","2100000","3420000","600000","400000","320000","Retail","Livestock;Retail","","","","Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"28/08/2024, 14:18","28/08/2024, 14:26","28/08/2024","Sadam Khamis Banya","FY24C1 Jackline Julius Jokudu","088380","God Marcy","4380000","6246000","600000","1245000","280000","Livestock","Livestock","","","","Crops; Livestock","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"28/08/2024, 14:35","28/08/2024, 14:40","28/08/2024","Sadam Khamis Banya","FY24C1 Jackline Julius Jokudu","088381","Pray To God","2270000","3460000","940000","500000","860000","Retail","Livestock;Retail","","","","Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"28/08/2024, 14:53","28/08/2024, 14:56","28/08/2024","Sadam Khamis Banya","FY24C1 Jackline Julius Jokudu","088383","Prosper","560000","2110000","170000","290000","620000","Retail","Livestock;Retail","","","","Service","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"28/08/2024, 13:53","28/08/2024, 14:00","28/08/2024","Sadam Khamis Banya","FY24C1 Jackline Julius Jokudu","088384","Happy","840000","1320000","240000","100000","204000","Retail","Livestock;Retail","","","","Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"28/08/2024, 14:27","28/08/2024, 14:32","28/08/2024","Sadam Khamis Banya","FY24C1 Jackline Julius Jokudu","088385","God Bless Us","2420000","3870000","400000","450000","182000","Retail","Livestock;Retail","","","","Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"28/08/2024, 11:00","28/08/2024, 11:04","28/08/2024","Sadam Khamis Banya","FY24C1 Jackline Julius Jokudu","088386","Innocent","1026000","2640000","200000","500000","913000","Retail; Skilled","Livestock;Retail","","","","Crops; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"28/08/2024, 09:57","28/08/2024, 10:06","28/08/2024","Sadam Khamis Banya","FY24C1 Jackline Julius Jokudu","088387","Rhino","1240000","2294000","830000","500000","336000","Retail","Livestock;Retail","","","","Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"28/08/2024, 10:50","28/08/2024, 10:55","28/08/2024","Sadam Khamis Banya","FY24C1 Jackline Julius Jokudu","088388","Loketa","2613000","3804000","310000","380000","713000","Retail","Livestock;Retail","","","","Crops; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"28/08/2024, 10:38","28/08/2024, 10:42","28/08/2024","Sadam Khamis Banya","FY24C1 Jackline Julius Jokudu","088389","Glory Be To God","1928000","3600000","640000","60000","814000","Retail","Livestock;Retail","","","","Crops; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"28/08/2024, 11:29","28/08/2024, 11:33","28/08/2024","Sadam Khamis Banya","FY24C1 Jackline Julius Jokudu","088390","Good Luck","2268000","4346000","1040000","720000","420000","Livestock","Livestock;Service","","","","Crops; Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"28/08/2024, 09:35","28/08/2024, 09:53","28/08/2024","Sadam Khamis Banya","FY24C1 Jackline Julius Jokudu","088391","Unity","1824000","1580000","1703000","400000","386000","Retail","Livestock;Retail","","","","Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Red"
"28/08/2024, 11:37","28/08/2024, 11:41","28/08/2024","Sadam Khamis Banya","FY24C1 Jackline Julius Jokudu","088392","God Will","1280000","2346000","348000","385000","230000","Retail","Livestock;Retail","","","","Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","No","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Yellow"
"28/08/2024, 11:10","28/08/2024, 11:15","28/08/2024","Sadam Khamis Banya","FY24C1 Jackline Julius Jokudu","088393","Welcome","2623000","4102000","640000","570000","360000","Retail","Livestock;Retail","","","","Crops; Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"28/08/2024, 11:19","28/08/2024, 11:24","28/08/2024","Sadam Khamis Banya","FY24C1 Jackline Julius Jokudu","088396","Gift","1264000","2340000","240000","500000","640000","Retail","Livestock;Retail","","","","Crops; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"28/08/2024, 15:23","28/08/2024, 15:29","29/08/2024","Sadam Khamis Banya","FY24C1 Jackline Julius Jokudu","088394","Success","470000","1520000","260000","500000","690000","Skilled","Livestock;Retail","","","","Service","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"28/08/2024, 10:30","28/08/2024, 10:33","28/08/2024","Sadam Khamis Banya","FY24C1 Jackline Julius Jokudu","088395","Holy","1916000","3760000","450000","250000","312000","Retail","Livestock;Retail","","","","Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"21/08/2024, 14:14","21/08/2024, 14:23","21/08/2024","Esther Angunduru","FY24C1 Josline Peace Onyiru","088175","Jatti","581000","14763800","892000","708000","563500","Crops","Livestock;Retail","","","","Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"21/08/2024, 13:42","21/08/2024, 13:50","21/08/2024","Esther Angunduru","FY24C1 Josline Peace Onyiru","088176","Salama","321000","11052000","391000","1516000","356000","Crops; Retail","Livestock;Retail","","","","Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"21/08/2024, 13:18","21/08/2024, 13:27","21/08/2024","Esther Angunduru","FY24C1 Josline Peace Onyiru","088177","Maruku","478000","14045000","688000","400000","771000","Crops","Livestock;Retail","","","","Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"21/08/2024, 14:49","21/08/2024, 15:01","21/08/2024","Esther Angunduru","FY24C1 Josline Peace Onyiru","088178","Aliodeku","557500","14549600","2005000","225000","581000","Crops","Livestock;Retail","","","","Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"21/08/2024, 14:03","21/08/2024, 14:12","21/08/2024","Esther Angunduru","FY24C1 Josline Peace Onyiru","088179","Icikirubo","896000","22942200","1185000","876000","678000","Crops; Retail","Livestock;Retail","","","","Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"21/08/2024, 15:18","21/08/2024, 15:31","21/08/2024","Esther Angunduru","FY24C1 Josline Peace Onyiru","088180","Amachi","1840000","40239000","1375000","723000","910000","Crops; Retail","Livestock;Retail","","","","Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"21/08/2024, 13:07","21/08/2024, 13:16","21/08/2024","Esther Angunduru","FY24C1 Josline Peace Onyiru","088181","Mengo","579000","24492200","417000","300000","573000","Crops; Retail","Livestock;Retail","","","","Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"22/08/2024, 13:23","22/08/2024, 13:32","22/08/2024","Esther Angunduru","FY24C1 Josline Peace Onyiru","088183","Aliowaku","435000","15174500","1540000","780000","541000","Crops","Livestock;Retail","","","","Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"21/08/2024, 13:29","21/08/2024, 13:39","21/08/2024","Esther Angunduru","FY24C1 Josline Peace Onyiru","088182","Imbasi","553000","11643000","446000","500000","898000","Crops; Retail","Livestock;Retail","","","","Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"21/08/2024, 13:57","21/08/2024, 14:02","21/08/2024","Esther Angunduru","FY24C1 Josline Peace Onyiru","088184","Aliodrozu","485000","17554400","611000","732000","654000","Crops","Livestock;Retail","","","","Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"23/08/2024, 10:10","23/08/2024, 10:16","23/08/2024","Esther Angunduru","FY24C1 Josline Peace Onyiru","088305","Trust","366000","11350700","570000","450000","890000","Crops; Retail","Livestock;Retail","","","","Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"23/08/2024, 14:45","23/08/2024, 14:57","23/08/2024","Esther Angunduru","FY24C1 Josline Peace Onyiru","088302","Aliomadri","288000","4512000","244000","250000","631000","Crops","Livestock;Retail;Service","","","","Livestock; Retail; Service","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"23/08/2024, 16:35","23/08/2024, 16:52","23/08/2024","Esther Angunduru","FY24C1 Josline Peace Onyiru","088303","Amangabo","493500","5897000","818000","730000","571000","Crops; Retail","Livestock;Retail","","","","Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"23/08/2024, 09:06","23/08/2024, 09:25","23/08/2024","Esther Angunduru","FY24C1 Josline Peace Onyiru","088304","To Do Wonders","373000","5124000","981000","860000","2067000","Crops","Livestock;Service","","","","Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"23/08/2024, 15:22","23/08/2024, 15:31","23/08/2024","Esther Angunduru","FY24C1 Josline Peace Onyiru","088306","Aliobakoacho","253100","4558000","1555000","400000","861500","Crops; Retail","Livestock;Retail","","","","Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"23/08/2024, 10:24","23/08/2024, 10:36","23/08/2024","Esther Angunduru","FY24C1 Josline Peace Onyiru","088307","Ayiko","415500","9243500","150000","600000","533000","Crops; Retail","Crops;Livestock;Retail","","","","Crops; Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"23/08/2024, 15:41","23/08/2024, 15:57","23/08/2024","Esther Angunduru","FY24C1 Josline Peace Onyiru","088308","Amandanyazu","231500","7055000","1520000","800000","438000","Crops","Crops;Livestock;Retail","","","","Crops; Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"23/08/2024, 10:54","23/08/2024, 11:04","23/08/2024","Esther Angunduru","FY24C1 Josline Peace Onyiru","088309","Azileava","301500","12153500","653000","500000","1276000","Crops; Retail","Livestock;Retail","","","","Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"23/08/2024, 18:01","23/08/2024, 18:16","23/08/2024","Esther Angunduru","FY24C1 Josline Peace Onyiru","088310","Duniya","395000","13725000","513000","700000","1181500","Crops; Retail","Livestock;Retail","","","","Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"23/08/2024, 12:57","23/08/2024, 13:11","23/08/2024","Esther Angunduru","FY24C1 Josline Peace Onyiru","088311","Samaritan","356000","10331500","745000","1000000","929000","Crops","Livestock;Retail","","","","Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
